Full Room Label,Room Label,Area,Map ID,Room ID,X,Y,W,H,Suffix
"Faria Slimer Borough (Sewers) (X+6, Y+1) - yug35","Faria Slimer Borough (Sewers) (X+6, Y+1) - yug35",Faria Slimer Borough (Sewers),city_underground,yug35,6,1,1,1,
"Faria Slimer Borough (Sewers) (X+8, Y+1) - yug619","Faria Slimer Borough (Sewers) (X+8, Y+1) - yug619",Faria Slimer Borough (Sewers),city_underground,yug619,8,1,1,1,
"Faria Slimer Borough (Sewers) (X+4, Y+3) - yug47","Faria Slimer Borough (Sewers) (X+4, Y+3) - yug47",Faria Slimer Borough (Sewers),city_underground,yug47,4,3,1,1,
"Faria Slimer Borough (Sewers) (X+5, Y+3) - lor779","Faria Slimer Borough (Sewers) (X+5, Y+3) - lor779",Faria Slimer Borough (Sewers),city_underground,lor779,5,3,1,1,
"Faria Slimer Borough (Sewers) (X+6, Y+3) - yug382","Faria Slimer Borough (Sewers) (X+6, Y+3) - yug382",Faria Slimer Borough (Sewers),city_underground,yug382,6,3,1,1,
"Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173","Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173",Faria Slimer Borough (Sewers),city_underground,lor173,7,3,1,1,
"Faria Slimer Borough (Sewers) (X+8, Y+3) - yug1141","Faria Slimer Borough (Sewers) (X+8, Y+3) - yug1141",Faria Slimer Borough (Sewers),city_underground,yug1141,8,3,2,1,
"Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385","Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385",Faria Slimer Borough (Sewers),city_underground,yug385,4,4,2,1,
"Faria Slimer Borough (Sewers) (X+6, Y+4) - yug528","Faria Slimer Borough (Sewers) (X+6, Y+4) - yug528",Faria Slimer Borough (Sewers),city_underground,yug528,6,4,1,1,
"Faria Slimer Borough (Sewers) (X+7, Y+4) - yug1206","Faria Slimer Borough (Sewers) (X+7, Y+4) - yug1206",Faria Slimer Borough (Sewers),city_underground,yug1206,7,4,1,1,
"Faria Slimer Borough (Sewers) (X+8, Y+4) - ren3800","Faria Slimer Borough (Sewers) (X+8, Y+4) - ren3800",Faria Slimer Borough (Sewers),city_underground,ren3800,8,4,2,1,
"Gallineiros District (X-10, Y-15) - ren5317","Gallineiros District (X-10, Y-15) - ren5317",Gallineiros District,city,ren5317,-10,-15,1,1,
"Gallineiros District (X-9, Y-15) - ren6741","Gallineiros District (X-9, Y-15) - ren6741",Gallineiros District,city,ren6741,-9,-15,1,1,
"Gallineiros District (X-8, Y-15) - ren5279","Gallineiros District (X-8, Y-15) - ren5279",Gallineiros District,city,ren5279,-8,-15,1,1,
"Gallineiros District (X-7, Y-15) - ren5381","Gallineiros District (X-7, Y-15) - ren5381",Gallineiros District,city,ren5381,-7,-15,1,1,
"Gallineiros District (X-6, Y-15) - ren5476","Gallineiros District (X-6, Y-15) - ren5476",Gallineiros District,city,ren5476,-6,-15,1,1,
"Gallineiros District (X-5, Y-15) - ren5388","Gallineiros District (X-5, Y-15) - ren5388",Gallineiros District,city,ren5388,-5,-15,1,1,
"Gallineiros District (X-4, Y-15) - lor1277","Gallineiros District (X-4, Y-15) - lor1277",Gallineiros District,city,lor1277,-4,-15,1,3,
"Gallineiros District (X-3, Y-15) - ren6788","Gallineiros District (X-3, Y-15) - ren6788",Gallineiros District,city,ren6788,-3,-15,2,3,
"Gallineiros District (X-10, Y-14) - ren5255","Gallineiros District (X-10, Y-14) - ren5255",Gallineiros District,city,ren5255,-10,-14,1,2,
"Gallineiros District (X-9, Y-14) - ren5243","Gallineiros District (X-9, Y-14) - ren5243",Gallineiros District,city,ren5243,-9,-14,1,1,
"Gallineiros District (X-8, Y-14) - ren5379","Gallineiros District (X-8, Y-14) - ren5379",Gallineiros District,city,ren5379,-8,-14,1,2,
"Gallineiros District (X-7, Y-14) - lor1485","Gallineiros District (X-7, Y-14) - lor1485",Gallineiros District,city,lor1485,-7,-14,1,1,
"Gallineiros District (X-6, Y-14) - ren5414","Gallineiros District (X-6, Y-14) - ren5414",Gallineiros District,city,ren5414,-6,-14,1,1,
"Gallineiros District (X-5, Y-14) - ren5431","Gallineiros District (X-5, Y-14) - ren5431",Gallineiros District,city,ren5431,-5,-14,1,2,
"Gallineiros District (X-9, Y-13) - ren5359","Gallineiros District (X-9, Y-13) - ren5359",Gallineiros District,city,ren5359,-9,-13,1,1,
"Gallineiros District (X-7, Y-13) - ren5565","Gallineiros District (X-7, Y-13) - ren5565",Gallineiros District,city,ren5565,-7,-13,1,1,
"Gallineiros District (X-6, Y-13) - ren5433","Gallineiros District (X-6, Y-13) - ren5433",Gallineiros District,city,ren5433,-6,-13,1,1,
"Gallineiros District (X-10, Y-12) - ren5347","Gallineiros District (X-10, Y-12) - ren5347",Gallineiros District,city,ren5347,-10,-12,1,3,
"Gallineiros District (X-9, Y-12) - ren5693","Gallineiros District (X-9, Y-12) - ren5693",Gallineiros District,city,ren5693,-9,-12,1,1,
"Gallineiros District (X-8, Y-12) - ren6836","Gallineiros District (X-8, Y-12) - ren6836",Gallineiros District,city,ren6836,-8,-12,1,1,
"Gallineiros District (X-7, Y-12) - ren5234","Gallineiros District (X-7, Y-12) - ren5234",Gallineiros District,city,ren5234,-7,-12,1,1,
"Gallineiros District (X-6, Y-12) - ren5422","Gallineiros District (X-6, Y-12) - ren5422",Gallineiros District,city,ren5422,-6,-12,1,1,
"Gallineiros District (X-5, Y-12) - lor1529","Gallineiros District (X-5, Y-12) - lor1529",Gallineiros District,city,lor1529,-5,-12,1,1,
"Gallineiros District (X-4, Y-12) - ren5507","Gallineiros District (X-4, Y-12) - ren5507",Gallineiros District,city,ren5507,-4,-12,1,1,
"Gallineiros District (X-3, Y-12) - ren5985","Gallineiros District (X-3, Y-12) - ren5985",Gallineiros District,city,ren5985,-3,-12,1,1,
"Gallineiros District (X-2, Y-12) - ren5478","Gallineiros District (X-2, Y-12) - ren5478",Gallineiros District,city,ren5478,-2,-12,1,1,
"Gallineiros District (X-9, Y-11) - ren5663","Gallineiros District (X-9, Y-11) - ren5663",Gallineiros District,city,ren5663,-9,-11,1,1,
"Gallineiros District (X-8, Y-11) - ren5434","Gallineiros District (X-8, Y-11) - ren5434",Gallineiros District,city,ren5434,-8,-11,1,1,
"Gallineiros District (X-7, Y-11) - ren5436","Gallineiros District (X-7, Y-11) - ren5436",Gallineiros District,city,ren5436,-7,-11,1,1,
"Gallineiros District (X-6, Y-11) - ren5474","Gallineiros District (X-6, Y-11) - ren5474",Gallineiros District,city,ren5474,-6,-11,1,1,
"Gallineiros District (X-5, Y-11) - ren5475","Gallineiros District (X-5, Y-11) - ren5475",Gallineiros District,city,ren5475,-5,-11,1,1,
"Gallineiros District (X-4, Y-11) - ren5545","Gallineiros District (X-4, Y-11) - ren5545",Gallineiros District,city,ren5545,-4,-11,1,1,
"Gallineiros District (X-3, Y-11) - ren5496","Gallineiros District (X-3, Y-11) - ren5496",Gallineiros District,city,ren5496,-3,-11,1,1,
"Gallineiros District (X-2, Y-11) - ren5495","Gallineiros District (X-2, Y-11) - ren5495",Gallineiros District,city,ren5495,-2,-11,1,1,
"Gallineiros District (X-9, Y-10) - ren5632","Gallineiros District (X-9, Y-10) - ren5632",Gallineiros District,city,ren5632,-9,-10,1,1,
"Gallineiros District (X-8, Y-10) - ren5343","Gallineiros District (X-8, Y-10) - ren5343",Gallineiros District,city,ren5343,-8,-10,1,1,
"Gallineiros District (X-7, Y-10) - ren5213","Gallineiros District (X-7, Y-10) - ren5213",Gallineiros District,city,ren5213,-7,-10,1,1,
"Gallineiros District (X-6, Y-10) - ren5211","Gallineiros District (X-6, Y-10) - ren5211",Gallineiros District,city,ren5211,-6,-10,1,1,
"Gallineiros District (X-5, Y-10) - ren5209","Gallineiros District (X-5, Y-10) - ren5209",Gallineiros District,city,ren5209,-5,-10,1,1,
"Gallineiros District (X-4, Y-10) - ren5161","Gallineiros District (X-4, Y-10) - ren5161",Gallineiros District,city,ren5161,-4,-10,2,3,
"Gallineiros District (X-2, Y-10) - ren5488","Gallineiros District (X-2, Y-10) - ren5488",Gallineiros District,city,ren5488,-2,-10,1,2,
"Gallineiros District (X-10, Y-9) - ren5183","Gallineiros District (X-10, Y-9) - ren5183",Gallineiros District,city,ren5183,-10,-9,2,2,
"Gallineiros District (X-8, Y-9) - ren5341","Gallineiros District (X-8, Y-9) - ren5341",Gallineiros District,city,ren5341,-8,-9,1,1,
"Gallineiros District (X-7, Y-9) - ren5205","Gallineiros District (X-7, Y-9) - ren5205",Gallineiros District,city,ren5205,-7,-9,1,1,
"Gallineiros District (X-6, Y-9) - ren5553","Gallineiros District (X-6, Y-9) - ren5553",Gallineiros District,city,ren5553,-6,-9,1,1,
"Gallineiros District (X-5, Y-9) - ren6245","Gallineiros District (X-5, Y-9) - ren6245",Gallineiros District,city,ren6245,-5,-9,1,1,
"Gallineiros District (X-8, Y-8) - ren6362","Gallineiros District (X-8, Y-8) - ren6362",Gallineiros District,city,ren6362,-8,-8,1,2,
"Gallineiros District (X-7, Y-8) - ren6358","Gallineiros District (X-7, Y-8) - ren6358",Gallineiros District,city,ren6358,-7,-8,1,1,
"Gallineiros District (X-6, Y-8) - ren6355","Gallineiros District (X-6, Y-8) - ren6355",Gallineiros District,city,ren6355,-6,-8,1,1,
"Gallineiros District (X-5, Y-8) - ren6354","Gallineiros District (X-5, Y-8) - ren6354",Gallineiros District,city,ren6354,-5,-8,1,1,
"Gallineiros District (X-2, Y-8) - ren5157","Gallineiros District (X-2, Y-8) - ren5157",Gallineiros District,city,ren5157,-2,-8,1,1,
"Gallineiros District (X-10, Y-7) - ren6367","Gallineiros District (X-10, Y-7) - ren6367",Gallineiros District,city,ren6367,-10,-7,2,2,
"Gallineiros District (X-6, Y-7) - ren6356","Gallineiros District (X-6, Y-7) - ren6356",Gallineiros District,city,ren6356,-6,-7,1,1,
"Gallineiros District (X-5, Y-7) - ren6340","Gallineiros District (X-5, Y-7) - ren6340",Gallineiros District,city,ren6340,-5,-7,3,3,
"Gallineiros District (X-2, Y-7) - ren6339","Gallineiros District (X-2, Y-7) - ren6339",Gallineiros District,city,ren6339,-2,-7,1,2,
"Gallineiros District (X-2, Y-5) - ren6337","Gallineiros District (X-2, Y-5) - ren6337",Gallineiros District,city,ren6337,-2,-5,1,1,
"Gallineiros District (X-5, Y-4) - ren6334","Gallineiros District (X-5, Y-4) - ren6334",Gallineiros District,city,ren6334,-5,-4,2,1,
"Gallineiros District (X-3, Y-4) - lor1740","Gallineiros District (X-3, Y-4) - lor1740",Gallineiros District,city,lor1740,-3,-4,1,1,
"Gallineiros District (X-3, Y-3) - ren6329","Gallineiros District (X-3, Y-3) - ren6329",Gallineiros District,city,ren6329,-3,-3,1,1,
"Gallineiros District (Interiors) (X-2, Y-16) - ren1082","Gallineiros District (Interiors) (X-2, Y-16) - ren1082",Gallineiros District (Interiors),city_interiors,ren1082,-2,-16,1,1,
"Gallineiros District (Interiors) (X-9, Y-13) - ren1360","Gallineiros District (Interiors) (X-9, Y-13) - ren1360",Gallineiros District (Interiors),city_interiors,ren1360,-9,-13,1,1,
"Gallineiros District (Interiors) (X-8, Y-13) - ren1362","Gallineiros District (Interiors) (X-8, Y-13) - ren1362",Gallineiros District (Interiors),city_interiors,ren1362,-8,-13,1,1,
"Gallineiros District (Interiors) (X-7, Y-13) - ren1363","Gallineiros District (Interiors) (X-7, Y-13) - ren1363",Gallineiros District (Interiors),city_interiors,ren1363,-7,-13,1,1,
"Gallineiros District (Interiors) (X-10, Y-11) - lor185","Gallineiros District (Interiors) (X-10, Y-11) - lor185",Gallineiros District (Interiors),city_interiors,lor185,-10,-11,1,1,
"Gallineiros District (Interiors) (X-2, Y-10) - lor517","Gallineiros District (Interiors) (X-2, Y-10) - lor517",Gallineiros District (Interiors),city_interiors,lor517,-2,-10,1,1,
"Gallineiros District (Sewers) (X-10, Y-15) - ren2288","Gallineiros District (Sewers) (X-10, Y-15) - ren2288",Gallineiros District (Sewers),city_underground,ren2288,-10,-15,1,1,
"Gallineiros District (Sewers) (X-9, Y-15) - ren2603","Gallineiros District (Sewers) (X-9, Y-15) - ren2603",Gallineiros District (Sewers),city_underground,ren2603,-9,-15,1,3,
"Gallineiros District (Sewers) (X-7, Y-15) - ren3339","Gallineiros District (Sewers) (X-7, Y-15) - ren3339",Gallineiros District (Sewers),city_underground,ren3339,-7,-15,1,1,
"Gallineiros District (Sewers) (X-6, Y-15) - ren2046","Gallineiros District (Sewers) (X-6, Y-15) - ren2046",Gallineiros District (Sewers),city_underground,ren2046,-6,-15,1,1,
"Gallineiros District (Sewers) (X-5, Y-15) - ren2007","Gallineiros District (Sewers) (X-5, Y-15) - ren2007",Gallineiros District (Sewers),city_underground,ren2007,-5,-15,1,1,
"Gallineiros District (Sewers) (X-4, Y-15) - ren2826","Gallineiros District (Sewers) (X-4, Y-15) - ren2826",Gallineiros District (Sewers),city_underground,ren2826,-4,-15,1,2,
"Gallineiros District (Sewers) (X-3, Y-15) - lor577","Gallineiros District (Sewers) (X-3, Y-15) - lor577",Gallineiros District (Sewers),city_underground,lor577,-3,-15,1,2,
"Gallineiros District (Sewers) (X-10, Y-14) - ren3177","Gallineiros District (Sewers) (X-10, Y-14) - ren3177",Gallineiros District (Sewers),city_underground,ren3177,-10,-14,1,1,
"Gallineiros District (Sewers) (X-8, Y-14) - ren1960","Gallineiros District (Sewers) (X-8, Y-14) - ren1960",Gallineiros District (Sewers),city_underground,ren1960,-8,-14,1,1,
"Gallineiros District (Sewers) (X-7, Y-14) - ren2203","Gallineiros District (Sewers) (X-7, Y-14) - ren2203",Gallineiros District (Sewers),city_underground,ren2203,-7,-14,1,1,
"Gallineiros District (Sewers) (X-6, Y-14) - ren2745","Gallineiros District (Sewers) (X-6, Y-14) - ren2745",Gallineiros District (Sewers),city_underground,ren2745,-6,-14,1,1,
"Gallineiros District (Sewers) (X-5, Y-14) - lor595","Gallineiros District (Sewers) (X-5, Y-14) - lor595",Gallineiros District (Sewers),city_underground,lor595,-5,-14,1,2,
"Gallineiros District (Sewers) (X-10, Y-13) - ren2701","Gallineiros District (Sewers) (X-10, Y-13) - ren2701",Gallineiros District (Sewers),city_underground,ren2701,-10,-13,1,1,
"Gallineiros District (Sewers) (X-8, Y-13) - ren2051","Gallineiros District (Sewers) (X-8, Y-13) - ren2051",Gallineiros District (Sewers),city_underground,ren2051,-8,-13,1,1,
"Gallineiros District (Sewers) (X-7, Y-13) - lor455","Gallineiros District (Sewers) (X-7, Y-13) - lor455",Gallineiros District (Sewers),city_underground,lor455,-7,-13,1,1,
"Gallineiros District (Sewers) (X-6, Y-13) - ren2066","Gallineiros District (Sewers) (X-6, Y-13) - ren2066",Gallineiros District (Sewers),city_underground,ren2066,-6,-13,1,1,
"Gallineiros District (Sewers) (X-4, Y-13) - lor354","Gallineiros District (Sewers) (X-4, Y-13) - lor354",Gallineiros District (Sewers),city_underground,lor354,-4,-13,3,1,
"Gallineiros District (Sewers) (X-10, Y-12) - ren3126","Gallineiros District (Sewers) (X-10, Y-12) - ren3126",Gallineiros District (Sewers),city_underground,ren3126,-10,-12,1,1,
"Gallineiros District (Sewers) (X-9, Y-12) - lor377","Gallineiros District (Sewers) (X-9, Y-12) - lor377",Gallineiros District (Sewers),city_underground,lor377,-9,-12,1,2,
"Gallineiros District (Sewers) (X-8, Y-12) - ren1990","Gallineiros District (Sewers) (X-8, Y-12) - ren1990",Gallineiros District (Sewers),city_underground,ren1990,-8,-12,1,1,
"Gallineiros District (Sewers) (X-7, Y-12) - ren1926","Gallineiros District (Sewers) (X-7, Y-12) - ren1926",Gallineiros District (Sewers),city_underground,ren1926,-7,-12,1,1,
"Gallineiros District (Sewers) (X-6, Y-12) - ren1927","Gallineiros District (Sewers) (X-6, Y-12) - ren1927",Gallineiros District (Sewers),city_underground,ren1927,-6,-12,1,1,
"Gallineiros District (Sewers) (X-5, Y-12) - ren1976","Gallineiros District (Sewers) (X-5, Y-12) - ren1976",Gallineiros District (Sewers),city_underground,ren1976,-5,-12,1,1,
"Gallineiros District (Sewers) (X-4, Y-12) - ren1933","Gallineiros District (Sewers) (X-4, Y-12) - ren1933",Gallineiros District (Sewers),city_underground,ren1933,-4,-12,1,1,
"Gallineiros District (Sewers) (X-3, Y-12) - ren1978","Gallineiros District (Sewers) (X-3, Y-12) - ren1978",Gallineiros District (Sewers),city_underground,ren1978,-3,-12,1,1,
"Gallineiros District (Sewers) (X-2, Y-12) - ren1979","Gallineiros District (Sewers) (X-2, Y-12) - ren1979",Gallineiros District (Sewers),city_underground,ren1979,-2,-12,1,1,
"Gallineiros District (Sewers) (X-10, Y-11) - ren2296","Gallineiros District (Sewers) (X-10, Y-11) - ren2296",Gallineiros District (Sewers),city_underground,ren2296,-10,-11,1,1,
"Gallineiros District (Sewers) (X-8, Y-11) - lor702","Gallineiros District (Sewers) (X-8, Y-11) - lor702",Gallineiros District (Sewers),city_underground,lor702,-8,-11,1,1,
"Gallineiros District (Sewers) (X-7, Y-11) - ren1995","Gallineiros District (Sewers) (X-7, Y-11) - ren1995",Gallineiros District (Sewers),city_underground,ren1995,-7,-11,1,1,
"Gallineiros District (Sewers) (X-6, Y-11) - lor618","Gallineiros District (Sewers) (X-6, Y-11) - lor618",Gallineiros District (Sewers),city_underground,lor618,-6,-11,1,1,
"Gallineiros District (Sewers) (X-5, Y-11) - ren1975","Gallineiros District (Sewers) (X-5, Y-11) - ren1975",Gallineiros District (Sewers),city_underground,ren1975,-5,-11,1,1,
"Gallineiros District (Sewers) (X-4, Y-11) - ren1981","Gallineiros District (Sewers) (X-4, Y-11) - ren1981",Gallineiros District (Sewers),city_underground,ren1981,-4,-11,2,2,
"Gallineiros District (Sewers) (X-2, Y-11) - ren2574","Gallineiros District (Sewers) (X-2, Y-11) - ren2574",Gallineiros District (Sewers),city_underground,ren2574,-2,-11,1,1,
"Gallineiros District (Sewers) (X-10, Y-10) - ren3403","Gallineiros District (Sewers) (X-10, Y-10) - ren3403",Gallineiros District (Sewers),city_underground,ren3403,-10,-10,1,1,
"Gallineiros District (Sewers) (X-9, Y-10) - ren1921","Gallineiros District (Sewers) (X-9, Y-10) - ren1921",Gallineiros District (Sewers),city_underground,ren1921,-9,-10,1,1,
"Gallineiros District (Sewers) (X-8, Y-10) - ren1950","Gallineiros District (Sewers) (X-8, Y-10) - ren1950",Gallineiros District (Sewers),city_underground,ren1950,-8,-10,1,1,
"Gallineiros District (Sewers) (X-7, Y-10) - ren1938","Gallineiros District (Sewers) (X-7, Y-10) - ren1938",Gallineiros District (Sewers),city_underground,ren1938,-7,-10,1,1,
"Gallineiros District (Sewers) (X-6, Y-10) - ren1967","Gallineiros District (Sewers) (X-6, Y-10) - ren1967",Gallineiros District (Sewers),city_underground,ren1967,-6,-10,1,1,
"Gallineiros District (Sewers) (X-5, Y-10) - ren1974","Gallineiros District (Sewers) (X-5, Y-10) - ren1974",Gallineiros District (Sewers),city_underground,ren1974,-5,-10,1,1,
"Gallineiros District (Sewers) (X-4, Y-9) - lor344","Gallineiros District (Sewers) (X-4, Y-9) - lor344",Gallineiros District (Sewers),city_underground,lor344,-4,-9,1,1,
"Gallineiros District (Sewers) (X-4, Y-8) - lor280","Gallineiros District (Sewers) (X-4, Y-8) - lor280",Gallineiros District (Sewers),city_underground,lor280,-4,-8,1,1,
"Galliner Appliances Factory (X-1, Y-3) - ren186","Galliner Appliances Factory (X-1, Y-3) - ren186",Galliner Appliances Factory,factory,ren186,-1,-3,1,1,
"Galliner Appliances Factory (X+0, Y-3) - ren160","Galliner Appliances Factory (X+0, Y-3) - ren160",Galliner Appliances Factory,factory,ren160,0,-3,1,1,
"Galliner Appliances Factory (X-1, Y-2) - ren120","Galliner Appliances Factory (X-1, Y-2) - ren120",Galliner Appliances Factory,factory,ren120,-1,-2,1,1,
"Galliner Appliances Factory (X+0, Y-2) - ren110","Galliner Appliances Factory (X+0, Y-2) - ren110",Galliner Appliances Factory,factory,ren110,0,-2,1,1,
"Galliner Appliances Factory (X-2, Y-1) - ren289","Galliner Appliances Factory (X-2, Y-1) - ren289",Galliner Appliances Factory,factory,ren289,-2,-1,1,1,
"Galliner Appliances Factory (X-1, Y-1) - ren144","Galliner Appliances Factory (X-1, Y-1) - ren144",Galliner Appliances Factory,factory,ren144,-1,-1,1,1,
"Galliner Appliances Factory (X+0, Y-1) - ren103","Galliner Appliances Factory (X+0, Y-1) - ren103",Galliner Appliances Factory,factory,ren103,0,-1,1,1,
"Galliner Appliances Factory (X+0, Y+0) - ren96","Galliner Appliances Factory (X+0, Y+0) - ren96",Galliner Appliances Factory,factory,ren96,0,0,1,1,
"North Plaza (X-1, Y-15) - ren6429","North Plaza (X-1, Y-15) - ren6429",North Plaza,city,ren6429,-1,-15,2,1,
"North Plaza (X-1, Y-14) - ren6404","North Plaza (X-1, Y-14) - ren6404",North Plaza,city,ren6404,-1,-14,2,4,
"North Plaza (X-1, Y-10) - ren4872","North Plaza (X-1, Y-10) - ren4872",North Plaza,city,ren4872,-1,-10,2,4,
"North Plaza (Sewers) (X-1, Y-14) - ren3332","North Plaza (Sewers) (X-1, Y-14) - ren3332",North Plaza (Sewers),city_underground,ren3332,-1,-14,2,2,
"North Plaza (Sewers) (X-1, Y-12) - ren3326","North Plaza (Sewers) (X-1, Y-12) - ren3326",North Plaza (Sewers),city_underground,ren3326,-1,-12,2,1,
"North Plaza (Sewers) (X-1, Y-11) - ren3314","North Plaza (Sewers) (X-1, Y-11) - ren3314",North Plaza (Sewers),city_underground,ren3314,-1,-11,2,1,
"North Plaza (Sewers) (X-3, Y-9) - yug1417","North Plaza (Sewers) (X-3, Y-9) - yug1417",North Plaza (Sewers),city_underground,yug1417,-3,-9,1,1,
"North Plaza (Sewers) (X-2, Y-9) - yug2086","North Plaza (Sewers) (X-2, Y-9) - yug2086",North Plaza (Sewers),city_underground,yug2086,-2,-9,1,1,
"North Plaza (Sewers) (X-1, Y-9) - yug2065","North Plaza (Sewers) (X-1, Y-9) - yug2065",North Plaza (Sewers),city_underground,yug2065,-1,-9,1,1,
"North Plaza (Sewers) (X+0, Y-9) - yug1433","North Plaza (Sewers) (X+0, Y-9) - yug1433",North Plaza (Sewers),city_underground,yug1433,0,-9,1,1,
"North Plaza (Sewers) (X-1, Y-8) - yug2071","North Plaza (Sewers) (X-1, Y-8) - yug2071",North Plaza (Sewers),city_underground,yug2071,-1,-8,1,1,
"Old Rattalia Town (X-12, Y-7) - ren6886","Old Rattalia Town (X-12, Y-7) - ren6886",Old Rattalia Town,city,ren6886,-12,-7,2,2,
"Old Rattalia Town (X-7, Y-7) - ren1583 (West)","Old Rattalia Town (X-7, Y-7) - ren1583",Old Rattalia Town,city,ren1583,-7,-7,1,1, (West)
"Old Rattalia Town (X-7, Y-7) - ren1583 (East)","Old Rattalia Town (X-7, Y-7) - ren1583",Old Rattalia Town,city,ren1583,-7,-7,1,1, (East)
"Old Rattalia Town (X-8, Y-6) - ren1523","Old Rattalia Town (X-8, Y-6) - ren1523",Old Rattalia Town,city,ren1523,-8,-6,1,1,
"Old Rattalia Town (X-7, Y-6) - ren6986","Old Rattalia Town (X-7, Y-6) - ren6986",Old Rattalia Town,city,ren6986,-7,-6,2,1,
"Old Rattalia Town (X-12, Y-5) - ren6904","Old Rattalia Town (X-12, Y-5) - ren6904",Old Rattalia Town,city,ren6904,-12,-5,1,2,
"Old Rattalia Town (X-11, Y-5) - ren3958","Old Rattalia Town (X-11, Y-5) - ren3958",Old Rattalia Town,city,ren3958,-11,-5,1,1,
"Old Rattalia Town (X-10, Y-5) - ren3953","Old Rattalia Town (X-10, Y-5) - ren3953",Old Rattalia Town,city,ren3953,-10,-5,1,1,
"Old Rattalia Town (X-9, Y-5) - ren3952","Old Rattalia Town (X-9, Y-5) - ren3952",Old Rattalia Town,city,ren3952,-9,-5,1,1,
"Old Rattalia Town (X-8, Y-5) - ren3972","Old Rattalia Town (X-8, Y-5) - ren3972",Old Rattalia Town,city,ren3972,-8,-5,1,1,
"Old Rattalia Town (X-7, Y-5) - ren7019","Old Rattalia Town (X-7, Y-5) - ren7019",Old Rattalia Town,city,ren7019,-7,-5,1,1,
"Old Rattalia Town (X-6, Y-5) - ren6980","Old Rattalia Town (X-6, Y-5) - ren6980",Old Rattalia Town,city,ren6980,-6,-5,1,1,
"Old Rattalia Town (X-11, Y-4) - ren3912","Old Rattalia Town (X-11, Y-4) - ren3912",Old Rattalia Town,city,ren3912,-11,-4,1,2,
"Old Rattalia Town (X-10, Y-4) - ren3963","Old Rattalia Town (X-10, Y-4) - ren3963",Old Rattalia Town,city,ren3963,-10,-4,1,1,
"Old Rattalia Town (X-9, Y-4) - ren3951","Old Rattalia Town (X-9, Y-4) - ren3951",Old Rattalia Town,city,ren3951,-9,-4,1,1,
"Old Rattalia Town (X-8, Y-4) - ren3970","Old Rattalia Town (X-8, Y-4) - ren3970",Old Rattalia Town,city,ren3970,-8,-4,1,1,
"Old Rattalia Town (X-7, Y-4) - ren3966","Old Rattalia Town (X-7, Y-4) - ren3966",Old Rattalia Town,city,ren3966,-7,-4,1,1,
"Old Rattalia Town (X-6, Y-4) - ren6971","Old Rattalia Town (X-6, Y-4) - ren6971",Old Rattalia Town,city,ren6971,-6,-4,1,1,
"Old Rattalia Town (X-12, Y-3) - ren6927 (North)","Old Rattalia Town (X-12, Y-3) - ren6927",Old Rattalia Town,city,ren6927,-12,-3,1,3, (North)
"Old Rattalia Town (X-12, Y-3) - ren6927 (South)","Old Rattalia Town (X-12, Y-3) - ren6927",Old Rattalia Town,city,ren6927,-12,-3,1,3, (South)
"Old Rattalia Town (X-10, Y-3) - ren3930","Old Rattalia Town (X-10, Y-3) - ren3930",Old Rattalia Town,city,ren3930,-10,-3,1,1,
"Old Rattalia Town (X-9, Y-3) - ren3931","Old Rattalia Town (X-9, Y-3) - ren3931",Old Rattalia Town,city,ren3931,-9,-3,1,1,
"Old Rattalia Town (X-8, Y-3) - ren3932","Old Rattalia Town (X-8, Y-3) - ren3932",Old Rattalia Town,city,ren3932,-8,-3,1,1,
"Old Rattalia Town (X-7, Y-3) - ren3933","Old Rattalia Town (X-7, Y-3) - ren3933",Old Rattalia Town,city,ren3933,-7,-3,1,1,
"Old Rattalia Town (X-6, Y-3) - ren3934","Old Rattalia Town (X-6, Y-3) - ren3934",Old Rattalia Town,city,ren3934,-6,-3,1,1,
"Old Rattalia Town (X-5, Y-3) - ren3981","Old Rattalia Town (X-5, Y-3) - ren3981",Old Rattalia Town,city,ren3981,-5,-3,1,1,
"Old Rattalia Town (X-4, Y-3) - ren4014","Old Rattalia Town (X-4, Y-3) - ren4014",Old Rattalia Town,city,ren4014,-4,-3,1,1,
"Old Rattalia Town (X-11, Y-2) - ren2","Old Rattalia Town (X-11, Y-2) - ren2",Old Rattalia Town,city,ren2,-11,-2,2,2,
"Old Rattalia Town (X-9, Y-2) - ren3949","Old Rattalia Town (X-9, Y-2) - ren3949",Old Rattalia Town,city,ren3949,-9,-2,1,1,
"Old Rattalia Town (X-8, Y-2) - ren3772","Old Rattalia Town (X-8, Y-2) - ren3772",Old Rattalia Town,city,ren3772,-8,-2,2,2,
"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)","Old Rattalia Town (X-6, Y-2) - ren1300",Old Rattalia Town,city,ren1300,-6,-2,3,3, (Main)
"Old Rattalia Town (X-6, Y-2) - ren1300 (East)","Old Rattalia Town (X-6, Y-2) - ren1300",Old Rattalia Town,city,ren1300,-6,-2,3,3, (East)
"Old Rattalia Town (X-3, Y-2) - lor572 (West)","Old Rattalia Town (X-3, Y-2) - lor572",Old Rattalia Town,city,lor572,-3,-2,1,1, (West)
