Room Label 1,Exit,Room Label 2,↔️,Rules,Edit,Idx1,Idx2,✅,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badges (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Moves (Sleeper+AtW/Parry, Coin-Flip, Coin-Flip+Prodigy, Cat's Cradle)",Other,Notes
"Gallineiros District (Sewers) (X-6, Y-14) - ren2745",left,"Gallineiros District (Sewers) (X-7, Y-14) - ren2203",,,,416,415,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-14) - ren2745",down,"Gallineiros District (Sewers) (X-6, Y-13) - ren2066",,,,416,421,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-14) - lor595",right,"Gallineiros District (Sewers) (X-4, Y-15) - ren2826",,,,417,411,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-13) - ren2701",up,"Gallineiros District (Sewers) (X-10, Y-14) - ren3177",,,,418,413,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-13) - ren2701",down,"Gallineiros District (Sewers) (X-10, Y-12) - ren3126",,,,418,423,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-13) - ren2051",up,"Gallineiros District (Sewers) (X-8, Y-14) - ren1960",,,,419,414,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-13) - ren2051",right,"Gallineiros District (Sewers) (X-7, Y-13) - lor455",,,,419,420,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-13) - ren2051",down,"Gallineiros District (Sewers) (X-8, Y-12) - ren1990",,,,419,425,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-13) - lor455",left,"Gallineiros District (Sewers) (X-8, Y-13) - ren2051",,,,420,419,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-13) - ren2066",up,"Gallineiros District (Sewers) (X-6, Y-14) - ren2745",,,,421,416,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-13) - ren2066",down,"Gallineiros District (Sewers) (X-6, Y-12) - ren1927",,,,421,427,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-13) - lor354",up,"Gallineiros District (Sewers) (X-4, Y-15) - ren2826",,,,422,411,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-13) - lor354",down,"Gallineiros District (Sewers) (X-2, Y-12) - ren1979",,,,422,431,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-12) - ren3126",up,"Gallineiros District (Sewers) (X-10, Y-13) - ren2701",,,,423,418,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-12) - ren3126",down,"Gallineiros District (Sewers) (X-10, Y-11) - ren2296",,,,423,432,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-9, Y-12) - lor377",up,"Gallineiros District (Sewers) (X-9, Y-15) - ren2603",,,,424,407,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-9, Y-12) - lor377",right,"Gallineiros District (Sewers) (X-8, Y-12) - ren1990",,,,424,425,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-9, Y-12) - lor377",left,"Gallineiros District (Sewers) (X-10, Y-11) - ren2296",,,,424,432,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-9, Y-12) - lor377",down,"Gallineiros District (Sewers) (X-9, Y-10) - ren1921",,,,424,440,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-12) - ren1990",up,"Gallineiros District (Sewers) (X-8, Y-13) - ren2051",,,,425,419,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-12) - ren1990",left,"Gallineiros District (Sewers) (X-9, Y-12) - lor377",,,,425,424,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-12) - ren1990",right,"Gallineiros District (Sewers) (X-7, Y-12) - ren1926",,,,425,426,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-12) - ren1926",left,"Gallineiros District (Sewers) (X-8, Y-12) - ren1990",,,,426,425,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-12) - ren1926",right,"Gallineiros District (Sewers) (X-6, Y-12) - ren1927",,,,426,427,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-12) - ren1926",down,"Gallineiros District (Sewers) (X-7, Y-11) - ren1995",,,,426,434,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-12) - ren1927",manhole (up),"Gallineiros District (X-6, Y-12) - ren5422",,,,427,362,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-12) - ren1927",up,"Gallineiros District (Sewers) (X-6, Y-13) - ren2066",,,,427,421,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-12) - ren1927",left,"Gallineiros District (Sewers) (X-7, Y-12) - ren1926",,,,427,426,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-12) - ren1927",right,"Gallineiros District (Sewers) (X-5, Y-12) - ren1976",,,,427,428,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-12) - ren1976",manhole (up),"Gallineiros District (X-5, Y-12) - lor1529",,,,428,363,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-12) - ren1976",left,"Gallineiros District (Sewers) (X-6, Y-12) - ren1927",,,,428,427,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-12) - ren1976",right,"Gallineiros District (Sewers) (X-4, Y-12) - ren1933",,,,428,429,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-12) - ren1976",down,"Gallineiros District (Sewers) (X-5, Y-11) - ren1975",,,,428,436,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-12) - ren1933",left,"Gallineiros District (Sewers) (X-5, Y-12) - ren1976",,,,429,428,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-12) - ren1933",right,"Gallineiros District (Sewers) (X-3, Y-12) - ren1978",,,,429,430,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-3, Y-12) - ren1978",left,"Gallineiros District (Sewers) (X-4, Y-12) - ren1933",,,,430,429,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-3, Y-12) - ren1978",right,"Gallineiros District (Sewers) (X-2, Y-12) - ren1979",,,,430,431,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-3, Y-12) - ren1978",down,"Gallineiros District (Sewers) (X-4, Y-11) - ren1981",,,,430,437,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-2, Y-12) - ren1979",manhole (up),"Gallineiros District (X-2, Y-12) - ren5478",,,,431,366,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-2, Y-12) - ren1979",up,"Gallineiros District (Sewers) (X-4, Y-13) - lor354",,,,431,422,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-2, Y-12) - ren1979",left,"Gallineiros District (Sewers) (X-3, Y-12) - ren1978",,,,431,430,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-11) - ren2296",manhole (up),"Gallineiros District (X-10, Y-12) - ren5347",,,,432,358,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-11) - ren2296",up,"Gallineiros District (Sewers) (X-10, Y-12) - ren3126",,,,432,423,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-11) - ren2296",right,"Gallineiros District (Sewers) (X-9, Y-12) - lor377",,,,432,424,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-11) - ren2296",down,"Gallineiros District (Sewers) (X-10, Y-10) - ren3403",,,,432,439,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-11) - lor702",manhole (up),"Gallineiros District (X-8, Y-11) - ren5434",,,,433,368,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-11) - lor702",right,"Gallineiros District (Sewers) (X-7, Y-11) - ren1995",,,,433,434,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-11) - ren1995",up,"Gallineiros District (Sewers) (X-7, Y-12) - ren1926",,,,434,426,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-11) - ren1995",left,"Gallineiros District (Sewers) (X-8, Y-11) - lor702",,,,434,433,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-11) - ren1995",down,"Gallineiros District (Sewers) (X-7, Y-10) - ren1938",,,,434,442,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-11) - lor618",down,"Gallineiros District (Sewers) (X-6, Y-10) - ren1967",,,,435,443,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-11) - ren1975",up,"Gallineiros District (Sewers) (X-5, Y-12) - ren1976",,,,436,428,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-11) - ren1975",down,"Gallineiros District (Sewers) (X-5, Y-10) - ren1974",,,,436,444,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-11) - ren1981",up,"Gallineiros District (Sewers) (X-3, Y-12) - ren1978",,,,437,430,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-11) - ren1981",right,"Gallineiros District (Sewers) (X-2, Y-11) - ren2574",,,,437,438,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-2, Y-11) - ren2574",left,"Gallineiros District (Sewers) (X-4, Y-11) - ren1981",,,,438,437,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-10, Y-10) - ren3403",up,"Gallineiros District (Sewers) (X-10, Y-11) - ren2296",,,,439,432,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-9, Y-10) - ren1921",manhole (up),"Gallineiros District (X-9, Y-10) - ren5632",,,,440,375,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-9, Y-10) - ren1921",up,"Gallineiros District (Sewers) (X-9, Y-12) - lor377",,,,440,424,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-9, Y-10) - ren1921",right,"Gallineiros District (Sewers) (X-8, Y-10) - ren1950",,,,440,441,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-10) - ren1950",left,"Gallineiros District (Sewers) (X-9, Y-10) - ren1921",,,,441,440,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-8, Y-10) - ren1950",right,"Gallineiros District (Sewers) (X-7, Y-10) - ren1938",,,,441,442,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-10) - ren1938",up,"Gallineiros District (Sewers) (X-7, Y-11) - ren1995",,,,442,434,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-10) - ren1938",left,"Gallineiros District (Sewers) (X-8, Y-10) - ren1950",,,,442,441,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-7, Y-10) - ren1938",right,"Gallineiros District (Sewers) (X-6, Y-10) - ren1967",,,,442,443,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-10) - ren1967",manhole (up),"Gallineiros District (X-6, Y-10) - ren5211",,,,443,378,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-10) - ren1967",up,"Gallineiros District (Sewers) (X-6, Y-11) - lor618",,,,443,435,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-10) - ren1967",left,"Gallineiros District (Sewers) (X-7, Y-10) - ren1938",,,,443,442,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-6, Y-10) - ren1967",right,"Gallineiros District (Sewers) (X-5, Y-10) - ren1974",,,,443,444,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-10) - ren1974",up,"Gallineiros District (Sewers) (X-5, Y-11) - ren1975",,,,444,436,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-5, Y-10) - ren1974",left,"Gallineiros District (Sewers) (X-6, Y-10) - ren1967",,,,444,443,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-9) - lor344",manhole (up),"Gallineiros District (X-4, Y-10) - ren5161",,,,445,380,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-9) - lor344",down,"Gallineiros District (Sewers) (X-4, Y-8) - lor280",,,,445,446,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-8) - lor280",manhole (up),"Gallineiros District (X-4, Y-10) - ren5161",,,,446,380,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (Sewers) (X-4, Y-8) - lor280",up,"Gallineiros District (Sewers) (X-4, Y-9) - lor344",,,,446,445,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-1, Y-3) - ren186",right,"Galliner Appliances Factory (X+0, Y-3) - ren160",,,,447,448,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-1, Y-3) - ren186",down,"Galliner Appliances Factory (X-1, Y-2) - ren120",,,,447,449,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y-3) - ren160",left,"Galliner Appliances Factory (X-1, Y-3) - ren186",,,,448,447,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y-3) - ren160",down,"Galliner Appliances Factory (X+0, Y-2) - ren110",,,,448,450,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-1, Y-2) - ren120",up,"Galliner Appliances Factory (X-1, Y-3) - ren186",,,,449,447,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-1, Y-2) - ren120",down,"Galliner Appliances Factory (X-1, Y-1) - ren144",,,,449,452,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y-2) - ren110",up,"Galliner Appliances Factory (X+0, Y-3) - ren160",,,,450,448,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y-2) - ren110",down,"Galliner Appliances Factory (X+0, Y-1) - ren103",,,,450,453,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-2, Y-1) - ren289",right,"Galliner Appliances Factory (X-1, Y-1) - ren144",,,,451,452,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-1, Y-1) - ren144",warp (down),"Gallineiros District (X-5, Y-14) - ren5431",,,,452,354,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-1, Y-1) - ren144",up,"Galliner Appliances Factory (X-1, Y-2) - ren120",,,,452,449,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X-1, Y-1) - ren144",left,"Galliner Appliances Factory (X-2, Y-1) - ren289",,,,452,451,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y-1) - ren103",up,"Galliner Appliances Factory (X+0, Y-2) - ren110",,,,453,450,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y-1) - ren103",down,"Galliner Appliances Factory (X+0, Y+0) - ren96",,,,453,454,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y+0) - ren96",warp (down),"Gallineiros District (X-5, Y-14) - ren5431",,,,454,354,FALSE,,,,,,,,,,,,,,,,
"Galliner Appliances Factory (X+0, Y+0) - ren96",up,"Galliner Appliances Factory (X+0, Y-1) - ren103",,,,454,453,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-15) - ren6429",down,"North Plaza (X-1, Y-14) - ren6404",,,,455,456,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-15) - ren6429",up,"Pipistrello Industries (X-1, Y-20) - ren1496",,,,455,585,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-14) - ren6404",up,"North Plaza (X-1, Y-15) - ren6429",,,,456,455,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-14) - ren6404",down,"North Plaza (X-1, Y-10) - ren4872",,,,456,457,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-14) - ren6404",manhole (down),"North Plaza (Sewers) (X-1, Y-14) - ren3332",,,,456,458,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-14) - ren6404",manhole (down),"North Plaza (Sewers) (X-1, Y-11) - ren3314",,,,456,460,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-10) - ren4872",warp (up),"Cinemeco Movie Theater (X+0, Y+0) - ren475",,,,457,65,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-10) - ren4872",right,"Fadalins Neighborhood (X+1, Y-12) - ren4873",,,,457,153,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-10) - ren4872",left,"Gallineiros District (X-2, Y-8) - ren5157",,,,457,391,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-10) - ren4872",up,"North Plaza (X-1, Y-14) - ren6404",,,,457,456,FALSE,,,,,,,,,,,,,,,,
"North Plaza (X-1, Y-10) - ren4872",manhole (down),"North Plaza (Sewers) (X+0, Y-9) - yug1433",,,,457,464,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-14) - ren3332",manhole (up),"North Plaza (X-1, Y-14) - ren6404",,,,458,456,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-14) - ren3332",down,"North Plaza (Sewers) (X-1, Y-12) - ren3326",,,,458,459,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-12) - ren3326",up,"North Plaza (Sewers) (X-1, Y-14) - ren3332",,,,459,458,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-12) - ren3326",down,"North Plaza (Sewers) (X-1, Y-11) - ren3314",,,,459,460,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-11) - ren3314",manhole (up),"North Plaza (X-1, Y-14) - ren6404",,,,460,456,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-11) - ren3314",up,"North Plaza (Sewers) (X-1, Y-12) - ren3326",,,,460,459,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-3, Y-9) - yug1417",right,"North Plaza (Sewers) (X-2, Y-9) - yug2086",,,,461,462,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-2, Y-9) - yug2086",right,"North Plaza (Sewers) (X-1, Y-9) - yug2065",,,,462,463,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-9) - yug2065",left,"North Plaza (Sewers) (X-2, Y-9) - yug2086",,,,463,462,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-9) - yug2065",right,"North Plaza (Sewers) (X+0, Y-9) - yug1433",,,,463,464,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-9) - yug2065",down,"North Plaza (Sewers) (X-1, Y-8) - yug2071",,,,463,465,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X+0, Y-9) - yug1433",manhole (up),"North Plaza (X-1, Y-10) - ren4872",,,,464,457,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X+0, Y-9) - yug1433",left,"North Plaza (Sewers) (X-1, Y-9) - yug2065",,,,464,463,FALSE,,,,,,,,,,,,,,,,
"North Plaza (Sewers) (X-1, Y-8) - yug2071",up,"North Plaza (Sewers) (X-1, Y-9) - yug2065",,,,465,463,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-12, Y-7) - ren6886",right,"Gallineiros District (X-10, Y-7) - ren6367",FALSE,TRUE,,466,392,FALSE,,,,,,,,FALSE,,FALSE,And Wall ride AND Skipping Stone+,FALSE,AND Skipping Stone+ AND Wall-Dash,FALSE,FALSE,"Intended solution is Cheaters Unleashed, without it its quite difficult so might be better to mark it as uncompleteable until cheaters badges are added"
"Old Rattalia Town (X-7, Y-7) - ren1583 (West)",right,"Old Rattalia Town (X-7, Y-7) - ren1583 (East)",TRUE,TRUE,,467,468,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-7) - ren1583 (East)",warp (up),"Old Rattalia Town (Interiors) (X-7, Y-7) - ren556",TRUE,FALSE,,468,540,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-6) - ren1523",manhole (down),"Old Rattalia Town (Sewers) (X-8, Y-6) - ren1596",TRUE,FALSE,,469,548,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-6) - ren6986",up,"Old Rattalia Town (X-7, Y-7) - ren1583 (West)",TRUE,FALSE,,470,467,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-6) - ren6986",left,"Old Rattalia Town (X-8, Y-6) - ren1523",TRUE,TRUE,,470,469,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,AND Skipping Stone,TRUE,FALSE,FALSE,
"Old Rattalia Town (X-7, Y-6) - ren6986",down,"Old Rattalia Town (X-7, Y-5) - ren7019",TRUE,FALSE,,470,476,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-12, Y-5) - ren6904",up,"Old Rattalia Town (X-12, Y-7) - ren6886",TRUE,TRUE,,471,466,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Old Rattalia Town (X-11, Y-5) - ren3958",right,"Old Rattalia Town (X-10, Y-5) - ren3953",TRUE,FALSE,,472,473,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y-5) - ren3953",right,"Old Rattalia Town (X-9, Y-5) - ren3952",TRUE,FALSE,,473,474,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y-5) - ren3953",down,"Old Rattalia Town (X-10, Y-4) - ren3963",TRUE,FALSE,,473,479,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y-5) - ren3953",warp (up),"Trevosos Motor Club (Interiors) (X-10, Y-6) - ren93",TRUE,FALSE,,473,971,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y-5) - ren3952",right,"Old Rattalia Town (X-8, Y-5) - ren3972",TRUE,FALSE,,474,475,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y-5) - ren3952",down,"Old Rattalia Town (X-9, Y-4) - ren3951",FALSE,FALSE,,474,480,FALSE,,,,,,,,,,,,,,,,Possible by using the life raft in the room on the left side and using coyote time to jump in the next room.
"Old Rattalia Town (X-8, Y-5) - ren3972",down,"Old Rattalia Town (X-8, Y-4) - ren3970",TRUE,FALSE,,475,481,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-5) - ren7019",left,"Old Rattalia Town (X-8, Y-5) - ren3972",TRUE,TRUE,,476,475,FALSE,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,
"Old Rattalia Town (X-7, Y-5) - ren7019",down,"Old Rattalia Town (X-7, Y-4) - ren3966",TRUE,FALSE,,476,482,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-5) - ren6980",up,"Old Rattalia Town (X-7, Y-6) - ren6986",TRUE,FALSE,,477,470,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y-4) - ren3912",up,"Old Rattalia Town (X-11, Y-5) - ren3958",TRUE,FALSE,,478,472,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y-4) - ren3912",down,"Old Rattalia Town (X-11, Y-2) - ren2",TRUE,FALSE,,478,493,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y-4) - ren3963",warp (up),"Old Rattalia Town (Interiors) (X-11, Y-4) - ren901",TRUE,FALSE,,479,541,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y-4) - ren3963",warp (up),"Old Rattalia Town (Interiors) (X-10, Y-4) - ren911",TRUE,FALSE,,479,542,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-4) - ren3970",warp (up),"Old Rattalia Town (Interiors) (X-8, Y-4) - ren847",TRUE,FALSE,,481,543,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-4) - ren3970",manhole (down),"Old Rattalia Town (Sewers) (X-8, Y-4) - ren1529",TRUE,FALSE,,481,550,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-4) - ren3966",down,"Old Rattalia Town (X-7, Y-3) - ren3933",TRUE,TRUE,,482,489,FALSE,,,,,,,,Skipping Stone,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,
"Old Rattalia Town (X-7, Y-4) - ren3966",manhole (down),"Old Rattalia Town (Sewers) (X-7, Y-4) - ren1531",TRUE,FALSE,,482,551,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-4) - ren6971",up,"Old Rattalia Town (X-6, Y-5) - ren6980",TRUE,FALSE,,483,477,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-12, Y-3) - ren6927 (North)",up,"Old Rattalia Town (X-12, Y-5) - ren6904",TRUE,TRUE,,484,471,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Old Rattalia Town (X-10, Y-3) - ren3930",left,"Old Rattalia Town (X-11, Y-4) - ren3912",TRUE,FALSE,,486,478,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y-3) - ren3931",left,"Old Rattalia Town (X-10, Y-3) - ren3930",TRUE,FALSE,,487,486,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-3) - ren3932",left,"Old Rattalia Town (X-9, Y-3) - ren3931",TRUE,FALSE,,488,487,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-3) - ren3933",left,"Old Rattalia Town (X-8, Y-3) - ren3932",TRUE,FALSE,,489,488,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-3) - ren3933",right,"Old Rattalia Town (X-6, Y-3) - ren3934",FALSE,FALSE,,489,490,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y-3) - ren3933",manhole (down),"Old Rattalia Town (Sewers) (X-7, Y-3) - ren1533",TRUE,FALSE,,489,553,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-3) - ren3934",up,"Old Rattalia Town (X-6, Y-4) - ren6971",TRUE,FALSE,,490,483,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-3) - ren3934",manhole (down),"Old Rattalia Town (Sewers) (X-6, Y-3) - ren789",TRUE,FALSE,,490,554,FALSE,,,,,,,,,,,,,,,,
