Room Label,Type,Map Name,Name,Location,Object Ids,✅,❌,Edit,Rules,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badge (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Move (Sleeper+AtW/Parry, Coin-Flip[+Prodigy], Cat's Cradle)",Other,Notes
"Faria Slimer Borough (Sewers) (X+8, Y+1) - yug619",Location,Moneybag 14,Money Bag,Faria Slimer Borough (Sewers),"yug655,yug636,yug657,yug654,yug651,yug637,yug656,yug735",TRUE,FALSE,9/1/2026 23:53:01,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+3) - yug382",Event,Musical Notes 1,Musical Notes,Faria Slimer Borough (Sewers),yug505,TRUE,FALSE,8/8/2026 18:10:07,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+3) - yug382",Location,Musical Notes 1,Musical Notes - Reward,Faria Slimer Borough (Sewers),"yug1065,yug1067,lor990",TRUE,FALSE,8/8/2026 18:11:29,TRUE,Musical Notes 1,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Musical Notes 1,
"Faria Slimer Borough (Sewers) (X+2, Y-1) - ren1477",Location,Petal Container 1,Petal Container,Faria Slimer Borough (Sewers),ren1512,TRUE,FALSE,8/16/2026 20:00:49,TRUE,Combat 1,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 1,
"Faria Slimer Borough (Sewers) (X+8, Y-1) - yug23",Location,Petal Container 2,Petal Container,Faria Slimer Borough (Sewers),yug25,TRUE,FALSE,8/16/2026 17:45:53,TRUE,off,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+4, Y-1) - lor54",Location,Badge (Stun),Badge,SlimeCorp Skyscraper,yug20,TRUE,FALSE,9/1/2026 23:56:55,TRUE,"Key 1, cog, off","ride, dash, expert",,,,,,FALSE,"Key 1, cog",FALSE,FALSE,FALSE,Wall-Dash (expert diff),FALSE,FALSE,
"SlimeCorp Skyscraper (X+3, Y-4) - lor97 (Southeast)",Location,BP Shard 1,BP Shard,SlimeCorp Skyscraper,yug19,TRUE,FALSE,8/19/2026 14:27:16,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+3, Y-1) - lor25 (North)",Event,Combat 1,Combat,SlimeCorp Skyscraper,lor30,TRUE,FALSE,8/16/2026 21:27:56,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+2, Y-2) - lor63 (West)",Event,Combat 2,Combat,SlimeCorp Skyscraper,lor67,TRUE,FALSE,8/19/2026 13:52:09,TRUE,cog,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cog,
"SlimeCorp Skyscraper (X+1, Y-4) - lor150",Event,Combat 3,Combat,SlimeCorp Skyscraper,lor164,TRUE,FALSE,8/19/2026 18:08:49,TRUE,"cog, off",,,,,,,FALSE,Cog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+4, Y-1) - lor54",Event,Key 1,Key,SlimeCorp Skyscraper,lor56,TRUE,FALSE,8/16/2026 20:53:42,TRUE,"cog, off",,,,,,,FALSE,cog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+2, Y-1) - ren22",Event,Key 2,Key,SlimeCorp Skyscraper,ren31,TRUE,FALSE,8/16/2026 21:07:31,TRUE,"cog, off",dash,moon,,,,,Moon,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+1, Y-5) - lor133",Event,Key 3,Key,SlimeCorp Skyscraper,lor137,TRUE,FALSE,8/19/2026 15:20:09,TRUE,"cog, off",,,,,,,FALSE,Cog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rule is to bring key to both keyholes. Offstring required to bring to keyhole
"SlimeCorp Skyscraper (X+4, Y-5) - lor104",Event,Key 4,Key,SlimeCorp Skyscraper,lor110,TRUE,FALSE,8/19/2026 15:17:03,TRUE,"cog, off","cog, hard",ufo,,,,,FALSE,Cog,FALSE,FALSE,TRUE,FALSE,FALSE,Cog (hard diff),Rule is to bring key to both keyholes. Cog only method is very tight (and still possible to south keyhole)
"SlimeCorp Skyscraper (X+0, Y-5) - lor151",Event,Key 5,Key,SlimeCorp Skyscraper,lor376,TRUE,FALSE,8/19/2026 18:17:16,FALSE,none,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+2, Y+0) - lor16 (East)",Location,Moneybag 1,Money Bag (secret),SlimeCorp Skyscraper,lor318,TRUE,FALSE,9/3/2026 21:33:17,FALSE,none,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Trigger area on east platform
"SlimeCorp Skyscraper (X+1, Y-5) - lor133",Location,Moneybag 2,Money Bag (secret),SlimeCorp Skyscraper,lor382,TRUE,FALSE,9/3/2026 21:33:39,TRUE,cog,"ride, dash","ride, ufo","ride, expert",,,,FALSE,FALSE,FALSE,Wall-Ride,Wall-Ride,Expert diff,FALSE,Cog,Trigger area on key platform
"SlimeCorp Skyscraper (X+4, Y-5) - lor104",Location,Moneybag 3,Money Bag (secret),SlimeCorp Skyscraper,lor111,TRUE,FALSE,9/3/2026 21:33:42,TRUE,"cog, off",ufo,ride,,,,,FALSE,Cog,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Trigger area on key platform
"SlimeCorp Skyscraper (X+0, Y-2) - lor2 (West)",Event,Musical Notes 1,Musical Notes,SlimeCorp Skyscraper,lor347,TRUE,FALSE,8/16/2026 20:10:28,FALSE,none,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+0, Y-2) - lor2 (West)",Location,Musical Notes 1,Musical Notes - Reward,SlimeCorp Skyscraper,lor271,TRUE,FALSE,8/16/2026 19:05:38,TRUE,Musical Notes 1,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Musical Notes 1,
"SlimeCorp Skyscraper (X+3, Y-4) - lor97 (North)",Event,Musical Notes 2,Musical Notes,SlimeCorp Skyscraper,lor348,TRUE,FALSE,8/19/2026 14:56:25,FALSE,none,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Skyscraper (X+3, Y-4) - lor97 (North)",Location,Musical Notes 2,Musical Notes - Reward,SlimeCorp Skyscraper,lor274,TRUE,FALSE,8/19/2026 14:56:27,TRUE,Musical Notes 2,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Musical Notes 2,
"SlimeCorp Skyscraper (X+0, Y-5) - lor151",Location,Petal Container 1,Petal Container,SlimeCorp Skyscraper,lor375,TRUE,FALSE,8/19/2026 18:16:26,TRUE,"Key 5, chest",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 5 AND Chest,
"SlimeCorp Skyscraper (X+0, Y-4) - lor187",Location,Staff ID,Staff ID,SlimeCorp Skyscraper,yug1,TRUE,FALSE,8/19/2026 18:15:20,FALSE,none,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"SlimeCorp Excavation Site (X+5, Y-1) - lor1228",Location,Badge (Wing),Badge,SlimeCorp Excavation Site,yug36,TRUE,FALSE,9/1/2026 23:57:16,TRUE,"bomb, off",,,,,,,,,,,,,,,Coin Flip+ not possible
"SlimeCorp Excavation Site (X+2, Y+4) - lor770",Location,Badge (Berserker),Badge,SlimeCorp Excavation Site,yug2,TRUE,FALSE,9/1/2026 23:57:17,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+3) - lor256",Location,BP Shard 1,BP Shard,SlimeCorp Excavation Site,yug1,TRUE,FALSE,8/28/2026 23:31:00,TRUE,dog,dash,ufo,ride,ss,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Northwest)",Event,Cog 1,Cog 1,SlimeCorp Excavation Site,lor543,TRUE,FALSE,9/2/2026 0:19:52,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Southwest)",Event,Cog 2,Cog 2,SlimeCorp Excavation Site,lor528,TRUE,FALSE,9/2/2026 0:19:54,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+1) - lor180",Event,Combat 1,Combat,SlimeCorp Excavation Site,lor183,TRUE,FALSE,8/28/2026 21:40:40,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+3) - lor416",Event,Combat 2,Combat,SlimeCorp Excavation Site,lor425,TRUE,FALSE,8/29/2026 0:01:29,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+0) - lor536",Event,Combat 3,Combat,SlimeCorp Excavation Site,lor565,TRUE,FALSE,8/30/2026 2:17:38,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+3) - lor619",Event,Combat 4,Combat,SlimeCorp Excavation Site,lor630,TRUE,FALSE,8/30/2026 20:22:37,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (West)",Event,Combat 5,Combat,SlimeCorp Excavation Site,lor744,TRUE,FALSE,8/30/2026 21:18:34,FALSE,none,,,,,,,,,,,,,,,"With no abilities, can bait side enemies to fall off"
"SlimeCorp Excavation Site (X+0, Y+8) - lor1089",Event,Combat (Boss),Boss,SlimeCorp Excavation Site,lor1095,TRUE,FALSE,8/31/2026 17:30:42,TRUE,"heart+1, bomb","heart+1, flip+","heart+1, hard",expert,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y-1) - lor1231",Event,Key East 1,Key,SlimeCorp Excavation Site,lor1236,TRUE,FALSE,8/28/2026 22:13:18,TRUE,"bomb, off",flip+,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+1) - lor180",Event,Key East 2,Key,SlimeCorp Excavation Site,lor184,TRUE,FALSE,8/28/2026 21:41:40,TRUE,Combat 1,,,,,,,,,,,,,,,Doesn't require bomb to use by going north
"SlimeCorp Excavation Site (X+5, Y-2) - lor1326",Event,Key East 3,Key,SlimeCorp Excavation Site,lor1409,TRUE,FALSE,8/28/2026 22:44:37,TRUE,"cog, off",moon,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+0) - lor536",Event,Key West 1,Key,SlimeCorp Excavation Site,lor566,TRUE,FALSE,8/30/2026 2:15:57,TRUE,Combat 3,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southwest Left)",Event,Key West 2,Key,SlimeCorp Excavation Site,lor635,TRUE,FALSE,8/30/2026 20:59:40,TRUE,Lever Main 4,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+7) - lor726 (Key)",Event,Key South 1,Key,SlimeCorp Excavation Site,lor727,TRUE,FALSE,8/31/2026 15:43:21,TRUE,dash,ufo,Lever South 3,,,,,,,,,,,,,"Rule is to bring key from (X-2, Y+7) (East) to key block"
"SlimeCorp Excavation Site (X+2, Y+5) - lor769 (Key)",Event,Key South 2,Key,SlimeCorp Excavation Site,lor795,TRUE,FALSE,8/31/2026 21:27:28,TRUE,off,ufo,trick-dash,"dash, hard",,,,,,,,,,,,"- Rule is to put key into key block
- Possible w/ no abilities if you throw key, regrab midair and bring it to key block"
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",Event,Lever Main 1,East Lever,SlimeCorp Excavation Site,lor153,TRUE,TRUE,8/28/2026 22:52:59,FALSE,none,,,,,,,,,,,,,,,Unused
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southeast)",Event,Lever Main 2,Southeast Lever,SlimeCorp Excavation Site,lor294,TRUE,FALSE,8/29/2026 0:01:18,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",Event,Lever Main 3,West Lever,SlimeCorp Excavation Site,lor587,TRUE,TRUE,8/30/2026 18:20:33,FALSE,none,,,,,,,,,,,,,,,Unused
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Southwest Right)",Event,Lever Main 4,Southwest Lever,SlimeCorp Excavation Site,lor631,TRUE,FALSE,9/2/2026 0:05:41,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y-1) - lor172",Event,Lever East 1,Lever,SlimeCorp Excavation Site,lor203,TRUE,FALSE,8/28/2026 21:08:33,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+2) - yug8",Event,Lever East 2,Lever,SlimeCorp Excavation Site,yug11,TRUE,FALSE,8/28/2026 23:26:17,TRUE,"bomb, off",dog,dash,ufo,ride,ss,flip+,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y-1) - lor534",Event,Lever West 1,North Lever,SlimeCorp Excavation Site,lor554,TRUE,FALSE,8/30/2026 1:04:17,TRUE,"bomb, cog","bomb, trick-dash, dash-midair-off",,,,,,,,,,,,,,Not possible with Coin Flip+
"SlimeCorp Excavation Site (X-3, Y-1) - lor534",Event,Lever West 2,South Lever,SlimeCorp Excavation Site,lor560,TRUE,FALSE,8/30/2026 1:07:35,TRUE,"bomb, cog, off",ride,midair ufo,dash-midair-ufo,"flip+, off","hard, cog, off",,,,,,,,,,"For cog + off, jump onto the platform and hop off near the lever"
"SlimeCorp Excavation Site (X-3, Y+1) - lor535",Event,Lever West 3,Lever,SlimeCorp Excavation Site,lor540,TRUE,FALSE,8/30/2026 2:13:37,TRUE,"bomb, cog, off","flip+, hard","bomb, ufo, trick-dash, dash-midair-off, off",,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (Southeast)",Event,Lever South 1,Lever,SlimeCorp Excavation Site,lor668,TRUE,FALSE,8/30/2026 21:20:22,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Lever)",Event,Lever South 2,Lever,SlimeCorp Excavation Site,lor673,TRUE,FALSE,8/31/2026 0:34:44,FALSE,none,,,,,,,,,,,,,,,Offstring Throw goes offscreen
"SlimeCorp Excavation Site (X-1, Y+7) - lor731 (East)",Event,Lever South 3,Lever,SlimeCorp Excavation Site,lor733,TRUE,FALSE,8/31/2026 15:59:25,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+1, Y+4) - lor755",Event,Lever South 4,Lever,SlimeCorp Excavation Site,lor786,TRUE,FALSE,8/31/2026 15:59:20,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+7) - lor1284",Event,Lever South 5,Lever,SlimeCorp Excavation Site,lor1288,TRUE,FALSE,8/31/2026 16:54:00,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-4, Y+7) - lor1309",Event,Lever South 6,Lever,SlimeCorp Excavation Site,lor1339,TRUE,FALSE,8/31/2026 1:01:00,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+8) - lor1089",Location,Mega-Battery,Mega-Battery,SlimeCorp Excavation Site,lor1264,TRUE,FALSE,8/31/2026 17:30:50,TRUE,Combat (Boss),,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",Location,Moneybag 1,Money Bag 1,SlimeCorp Excavation Site,lor1242,TRUE,FALSE,9/1/2026 23:57:39,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)",Location,Moneybag 2,Money Bag 2,SlimeCorp Excavation Site,lor1438,TRUE,FALSE,9/1/2026 23:57:45,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+0) - lor166",Location,Moneybag 3,Money Bag,SlimeCorp Excavation Site,lor174,TRUE,FALSE,8/28/2026 21:05:36,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y-1) - lor172",Location,Moneybag 4,Money Bag,SlimeCorp Excavation Site,lor478,TRUE,FALSE,8/28/2026 21:28:12,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (South Money Bag)",Location,Moneybag 5,Money Bag 2,SlimeCorp Excavation Site,lor326,TRUE,FALSE,9/2/2026 0:18:09,FALSE,none,,,,,,,,,,,,,,,Collectible with just ufo + ride but not landable
"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (Main)",Location,Moneybag 6,Money Bag 1,SlimeCorp Excavation Site,lor328,TRUE,FALSE,9/2/2026 0:18:11,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+5, Y-2) - lor1326",Location,Moneybag 7,Money Bag,SlimeCorp Excavation Site,lor1408,TRUE,FALSE,8/28/2026 22:43:14,TRUE,"Key East 3, chest",,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+5, Y+0) - lor339",Location,Moneybag 8,Money Bag,SlimeCorp Excavation Site,lor340,TRUE,FALSE,8/28/2026 22:34:41,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y+0) - lor171",Location,Moneybag 9,Money Bag,SlimeCorp Excavation Site,lor211,TRUE,FALSE,8/28/2026 21:32:36,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+5, Y+1) - lor337",Location,Moneybag 10,Money Bag,SlimeCorp Excavation Site,"yug30,yug31,yug32",TRUE,FALSE,9/1/2026 23:57:54,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+1) - lor213",Location,Moneybag 11,Money Bag,SlimeCorp Excavation Site,lor265,TRUE,FALSE,8/28/2026 22:15:04,TRUE,"bomb, off",flip+,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+2) - lor212 (East)",Location,Moneybag 12,Money Bag,SlimeCorp Excavation Site,lor235,TRUE,FALSE,8/28/2026 23:20:13,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (West)",Location,Moneybag 13,Money Bag (secret),SlimeCorp Excavation Site,lor411,TRUE,FALSE,8/28/2026 23:41:25,TRUE,bomb,,,,,,,,,,,,,,,Reach bottom of room w/ row of bombs
"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (East)",Location,Moneybag 14,Money Bag,SlimeCorp Excavation Site,lor491,TRUE,FALSE,8/28/2026 23:42:56,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y-2) - lor1300",Location,Moneybag 15,Money Bag,SlimeCorp Excavation Site,lor1327,TRUE,FALSE,8/30/2026 1:26:24,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y-2) - lor1305",Location,Moneybag 16,Money Bag,SlimeCorp Excavation Site,lor1415,TRUE,FALSE,8/30/2026 1:31:27,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y-1) - lor534",Location,Moneybag 17,Money Bag (secret),SlimeCorp Excavation Site,lor563,TRUE,FALSE,8/30/2026 1:09:26,TRUE,"cog, off, bomb","dash-midair-ufo, ride",,,,,,,,,,,,,,"Technically possible to trigger without cog/off, then to take the ride reroute all the way round to the west room and collect with ufo"
"SlimeCorp Excavation Site (X-4, Y-1) - lor1299",Location,Moneybag 18,Money Bag,SlimeCorp Excavation Site,lor1328,TRUE,FALSE,8/30/2026 2:06:01,TRUE,"bomb, off",flip+,"ufo, dash, ride, hard",,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-1, Y+1) - lor584",Location,Moneybag 19,Money Bag,SlimeCorp Excavation Site,lor594,TRUE,FALSE,8/29/2026 18:19:02,TRUE,bomb,,,,,,,,,,,,,,,"Grab bomb from (X-2, Y+2)"
"SlimeCorp Excavation Site (X-3, Y+2) - lor617",Location,Moneybag 20,Money Bag,SlimeCorp Excavation Site,lor623,TRUE,FALSE,8/30/2026 19:14:57,TRUE,"bomb, off","bomb, dash, drop, expert","dash, flip+, expert","bomb, midair ufo, drop, expert","midair ufo, flip+, expert","bomb, dash-midair-ufo, drop","dash-midair-ufo, flip+",,,,,,,,,"Dash onto dispenser, flip to drop, push to southwest corner of dispenser. Maybe theoretically possible with ufo + ride only"
"SlimeCorp Excavation Site (X-4, Y+2) - lor1296",Location,Moneybag 21,Money Bag,SlimeCorp Excavation Site,lor1333,TRUE,FALSE,8/30/2026 20:09:29,TRUE,hook,"ufo, ride",,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y+3) - lor618",Location,Moneybag 22,Money Bag,SlimeCorp Excavation Site,lor657,TRUE,FALSE,8/30/2026 20:20:55,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (Main)",Location,Moneybag 23,Money Bag,SlimeCorp Excavation Site,lor670,TRUE,FALSE,8/30/2026 21:14:55,TRUE,dash,ride,ufo,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (North)",Location,Moneybag 24,Money Bag 1,SlimeCorp Excavation Site,lor700,TRUE,FALSE,9/2/2026 0:19:15,FALSE,,,,,,,,,,,,,,,,Can jump off and collect without landing
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (Southeast)",Location,Moneybag 25,Money Bag 2,SlimeCorp Excavation Site,lor675,TRUE,FALSE,9/2/2026 0:19:16,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y+6) - lor701 (East)",Location,Moneybag 26,Money Bag,SlimeCorp Excavation Site,lor1085,TRUE,FALSE,8/30/2026 23:59:15,FALSE,none,,,,,,,,,,,,,,,Suicide jump
"SlimeCorp Excavation Site (X-5, Y+5) - lor1307 (Money Bag)",Location,Moneybag 27,Money Bag,SlimeCorp Excavation Site,lor1338,TRUE,FALSE,8/31/2026 0:24:32,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-4, Y+7) - lor1309",Location,Moneybag 28,Money Bag,SlimeCorp Excavation Site,lor1341,TRUE,FALSE,8/31/2026 1:06:08,TRUE,"dash, ride, Lever South 6","hard, ride, Lever South 6",,,,,,,,,,,,,,"- This is a rare non-once-per-save lever
- Dashless requires attacking the lever early, or you fall before getting the money bag"
"SlimeCorp Excavation Site (X-2, Y+8) - lor1311",Location,Moneybag 29,Money Bag,SlimeCorp Excavation Site,"lor1373,lor1374,lor1375",TRUE,FALSE,9/1/2026 23:58:03,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+0, Y+6) - lor1079 (East Alcove)",Location,Moneybag 30,Money Bag (secret),SlimeCorp Excavation Site,lor1084,TRUE,FALSE,8/31/2026 16:28:54,TRUE,ride,ufo,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+2, Y+7) - lor860",Location,Moneybag 31,Money Bag,SlimeCorp Excavation Site,lor869,TRUE,FALSE,9/3/2026 15:29:44,TRUE,dash,ride,"ufo, hard",,,,,,,,,,,,,Timing with UFO is really tight
"SlimeCorp Excavation Site (X+5, Y+6) - lor1320",Location,Moneybag 32,Money Bag,SlimeCorp Excavation Site,lor1416,TRUE,FALSE,9/3/2026 15:28:31,TRUE,heart+3,"dash, ride","ufo, ride",,,,,,,,,,,,,"Wall-ride only is possible, but too hard"
"SlimeCorp Excavation Site (X-1, Y-1) - lor533",Location,Petal Container 1,Petal Container,SlimeCorp Excavation Site,lor601,TRUE,FALSE,8/30/2026 1:40:50,TRUE,off,hard,atw,flip+,"dash, ufo",,,,,,,,,,,Just walk around the slimes at the top
"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (West)",Location,Petal Container 2,Petal Container,SlimeCorp Excavation Site,yug4,TRUE,FALSE,8/31/2026 0:19:05,FALSE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+3, Y+5) - lor856",Location,Petal Container 3,Petal Container,SlimeCorp Excavation Site,lor858,TRUE,FALSE,8/31/2026 16:42:08,TRUE,ufo,ride,"dash, off","dash, flip","dash, atw",,,,,,,,,,,Use offstring or coin to move slime w/ bare string
